foodCode,foodName,alias,category,energyKCal,protein,fat,carbohydrate,dietaryFiber,standardName,searchKeywords,primaryCategory,secondaryCategory,originalCategory,nutritionBasis,basisAmount,basisUnit,defaultServingAmount,defaultServingUnit,defaultServingGram,foodState,cookingMethod,brand,sourceName,sourceType,sourceVersion,sourceQueryDate,dataConfidence,isEstimated,isCompositeFood,isActive,canonicalFoodCode,reviewStatus,reviewNote,energyRepairMethod,originalEnergyKCal,qualityFlags
EXT1583,黄鲂 [赤虹、老板鱼],赤虹、老板鱼,鱼虾蟹贝类-鱼,81.0,18.5,0.5,0.6,0.0,黄鲂 [赤虹、老板鱼],黄鲂 [赤虹、老板鱼]，赤虹，老板鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1583,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,81,生熟状态未明确
EXT1584,金线鱼 [红三鱼],红三鱼,鱼虾蟹贝类-鱼,101.0,18.6,2.9,0.0,0.0,金线鱼 [红三鱼],金线鱼 [红三鱼]，红三鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1584,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,101,生熟状态未明确
EXT1585,绿鳍马面魨 [面包鱼、橡皮鱼],面包鱼、橡皮鱼,鱼虾蟹贝类-鱼,83.0,18.1,0.6,1.2,0.0,绿鳍马面魨 [面包鱼、橡皮鱼],绿鳍马面魨 [面包鱼、橡皮鱼]，面包鱼，橡皮鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1585,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,83,生熟状态未明确
EXT1586,梅童鱼 [大头仔鱼、丁珠鱼],大头仔鱼、丁珠鱼,鱼虾蟹贝类-鱼,121.0,18.9,5.0,0.0,0.0,梅童鱼 [大头仔鱼、丁珠鱼],梅童鱼 [大头仔鱼、丁珠鱼]，大头仔鱼，丁珠鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1586,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,121,生熟状态未明确
EXT1587,沙丁鱼 [沙鯖],沙鯖,鱼虾蟹贝类-鱼,89.0,19.8,1.1,0.0,0.0,沙丁鱼 [沙鯖],沙丁鱼 [沙鯖]，沙鯖,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1587,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,89,生熟状态未明确
EXT1588,沙钻鱼 [多鳞鱚、沙梭鱼、麦穗鱼],多鳞鱚、沙梭鱼、麦穗鱼,鱼虾蟹贝类-鱼,84.0,18.4,0.6,1.2,0.0,沙钻鱼 [多鳞鱚、沙梭鱼、麦穗鱼],沙钻鱼 [多鳞鱚、沙梭鱼、麦穗鱼]，多鳞鱚，沙梭鱼，麦穗鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1588,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,84,生熟状态未明确
EXT1589,蛇鯖 [沙梭鱼],沙梭鱼,鱼虾蟹贝类-鱼,122.0,20.8,4.2,0.3,0.0,蛇鯖 [沙梭鱼],蛇鯖 [沙梭鱼]，沙梭鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1589,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,122,生熟状态未明确
EXT1590,舌鳎 [花纹舌头、舌头鱼],花纹舌头、舌头鱼,鱼虾蟹贝类-鱼,83.0,17.7,1.4,0.0,0.0,舌鳎 [花纹舌头、舌头鱼],舌鳎 [花纹舌头、舌头鱼]，花纹舌头，舌头鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1590,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,83,生熟状态未明确
EXT1591,油抒 [香梭鱼],香梭鱼,鱼虾蟹贝类-鱼,145.0,15.9,9.0,0.0,0.0,油抒 [香梭鱼],油抒 [香梭鱼]，香梭鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1591,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,145,生熟状态未明确
EXT1592,颚针鱼 [针量鱼],针量鱼,鱼虾蟹贝类-鱼,180.0,20.2,10.4,1.4,0.0,颚针鱼 [针量鱼],颚针鱼 [针量鱼]，针量鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1592,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,180,生熟状态未明确
EXT1593,鲅鱼 [马鲛鱼、燕鲅鱼、巴鱼],马鲛鱼、燕鲅鱼、巴鱼,鱼虾蟹贝类-鱼,121.0,21.2,3.1,2.1,0.0,鲅鱼 [马鲛鱼、燕鲅鱼、巴鱼],鲅鱼 [马鲛鱼、燕鲅鱼、巴鱼]，马鲛鱼，燕鲅鱼，巴鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1593,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,121,生熟状态未明确
EXT1594,鲅鱼（咸）[咸马鲛],咸马鲛,鱼虾蟹贝类-鱼,157.0,23.3,1.6,12.4,0.0,鲅鱼（咸）[咸马鲛],鲅鱼（咸）[咸马鲛]，咸马鲛,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1594,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,157,生熟状态未明确
EXT1595,鲱 [片口鱼、比目鱼],片口鱼、比目鱼,鱼虾蟹贝类-鱼,112.0,20.8,3.2,0.0,0.0,鲱 [片口鱼、比目鱼],鲱 [片口鱼、比目鱼]，片口鱼，比目鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1595,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,112,生熟状态未明确
EXT1596,鲈鱼 [鲈花],鲈花,鱼虾蟹贝类-鱼,105.0,18.6,3.4,0.0,0.0,鲈鱼 [鲈花],鲈鱼 [鲈花]，鲈花,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1596,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,105,生熟状态未明确
EXT1597,鲱鱼 [青鲐鱼、鲐巴鱼、青砖鱼],青鲐鱼、鲐巴鱼、青砖鱼,鱼虾蟹贝类-鱼,155.0,19.9,7.4,2.2,0.0,鲱鱼 [青鲐鱼、鲐巴鱼、青砖鱼],鲱鱼 [青鲐鱼、鲐巴鱼、青砖鱼]，青鲐鱼，鲐巴鱼，青砖鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1597,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,155,生熟状态未明确
EXT1598,鲑鱼 [大马哈鱼、三文鱼],大马哈鱼、三文鱼,鱼虾蟹贝类-鱼,139.0,17.2,7.8,0.0,0.0,鲑鱼 [大马哈鱼、三文鱼],鲑鱼 [大马哈鱼、三文鱼]，大马哈鱼，三文鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1598,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,139,生熟状态未明确
EXT1599,鲑鱼籽酱 [大马哈鱼籽酱、三文鱼籽酱],大马哈鱼籽酱、三文鱼籽酱,鱼虾蟹贝类-鱼,252.0,10.9,16.8,14.4,0.0,鲑鱼籽酱 [大马哈鱼籽酱、三文鱼籽酱],鲑鱼籽酱 [大马哈鱼籽酱、三文鱼籽酱]，大马哈鱼籽酱，三文鱼籽酱,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1599,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,252,生熟状态未明确
EXT1600,鲱鱼（大）[大凤尾鱼],大凤尾鱼,鱼虾蟹贝类-鱼,106.0,13.2,5.5,0.8,0.0,鲱鱼（大）[大凤尾鱼],鲱鱼（大）[大凤尾鱼]，大凤尾鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1600,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,106,生熟状态未明确
EXT1601,鲱鱼（小）[小凤尾鱼],小凤尾鱼,鱼虾蟹贝类-鱼,124.0,15.5,5.1,4.0,0.0,鲱鱼（小）[小凤尾鱼],鲱鱼（小）[小凤尾鱼]，小凤尾鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1601,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,124,生熟状态未明确
EXT1602,鲨鱼（真鲨、白斑角鲨）,鲨，鱼翅来源，鲛,鱼虾蟹贝类-鱼,118.0,22.2,3.2,0.0,0.0,鲨鱼（真鲨、白斑角鲨）,鲨鱼（真鲨、白斑角鲨），鲨，鱼翅来源，鲛,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1602,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,118,生熟状态未明确
EXT1603,鲷鱼（银鲳鱼）[平鱼],平鱼,鱼虾蟹贝类-鱼,140.0,18.5,7.3,0.0,0.0,鲷鱼（银鲳鱼）[平鱼],鲷鱼（银鲳鱼）[平鱼]，平鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1603,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,140,生熟状态未明确
EXT1604,鲷 [黑鲷、铜盆鱼、大目鱼],黑鲷、铜盆鱼、大目鱼,鱼虾蟹贝类-鱼,106.0,17.9,2.6,2.7,0.0,鲷 [黑鲷、铜盆鱼、大目鱼],鲷 [黑鲷、铜盆鱼、大目鱼]，黑鲷，铜盆鱼，大目鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1604,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,106,生熟状态未明确
EXT1605,鲷鱼 [白眼棱鱼],白眼棱鱼,鱼虾蟹贝类-鱼,119.0,18.9,4.8,0.0,0.0,鲷鱼 [白眼棱鱼],鲷鱼 [白眼棱鱼]，白眼棱鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1605,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,119,生熟状态未明确
EXT1606,鲷 [比目鱼、凸眼鱼],比目鱼、凸眼鱼,鱼虾蟹贝类-鱼,107.0,21.1,2.3,0.5,0.0,鲷 [比目鱼、凸眼鱼],鲷 [比目鱼、凸眼鱼]，比目鱼，凸眼鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1606,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,107,生熟状态未明确
EXT1607,鲷鱼 [夫鱼],夫鱼,鱼虾蟹贝类-鱼,90.0,20.8,0.7,0.0,0.0,鲷鱼 [夫鱼],鲷鱼 [夫鱼]，夫鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1607,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,90,生熟状态未明确
EXT1608,鲹鱼 [快鱼、力鱼],快鱼、力鱼,鱼虾蟹贝类-鱼,159.0,20.7,8.5,0.0,0.0,鲹鱼 [快鱼、力鱼],鲹鱼 [快鱼、力鱼]，快鱼，力鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1608,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,159,生熟状态未明确
EXT1609,鳕鱼 [鳕狭、明太鱼],鳕狭、明太鱼,鱼虾蟹贝类-鱼,88.0,20.4,0.5,0.5,0.0,鳕鱼 [鳕狭、明太鱼],鳕鱼 [鳕狭、明太鱼]，鳕狭，明太鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1609,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,88,生熟状态未明确
EXT1610,鲱鱼 [鲨鱼],鲨鱼,鱼虾蟹贝类-鱼,89.0,20.2,0.9,0.0,0.0,鲱鱼 [鲨鱼],鲱鱼 [鲨鱼]，鲨鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1610,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,89,生熟状态未明确
EXT1611,带鱼(切段),刀鱼，裙带鱼，海刀鱼，牙带,鱼虾蟹贝类-鱼,108.0,17.6,4.2,0.0,0.0,带鱼(切段),带鱼(切段)，刀鱼，裙带鱼，海刀鱼，牙带,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1611,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,108,生熟状态未明确
EXT1612,黄鱼(小黄花鱼),,鱼虾蟹贝类-鱼,114.0,17.0,5.1,0.0,0.0,黄鱼(小黄花鱼),黄鱼(小黄花鱼),水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1612,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,114,生熟状态未明确
EXT1613,金鲳鱼,银鲳，白鲳，平鱼，镜鱼,鱼虾蟹贝类-鱼,99.0,18.7,2.7,0.0,0.0,金鲳鱼,金鲳鱼，银鲳，白鲳，平鱼，镜鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1613,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,99,生熟状态未明确
EXT1614,鲭鱼,,鱼虾蟹贝类-鱼,413.0,14.4,39.4,0.2,0.0,鲭鱼,鲭鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1614,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,413,生熟状态未明确
EXT1615,双髻鲨,,鱼虾蟹贝类-鱼,111.0,27.4,0.1,0.0,0.0,双髻鲨,双髻鲨,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1615,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,111,生熟状态未明确
EXT1616,紫青低纹鮨(冰鲜),,鱼虾蟹贝类-鱼,150.0,20.5,7.2,0.8,0.0,紫青低纹鮨(冰鲜),紫青低纹鮨(冰鲜),水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,生/鲜,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1616,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,150,
EXT1617,鲅鰶鱼,,鱼虾蟹贝类-鱼,60.0,13.7,0.6,0.0,0.0,鲅鰶鱼,鲅鰶鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1617,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,60,生熟状态未明确
EXT1618,鲅鱼(鲜，刺鲳),蓝点马鲛，马鲛鱼，鲅,鱼虾蟹贝类-鱼,149.0,16.8,6.5,5.9,0.0,鲅鱼(鲜，刺鲳),鲅鱼(鲜，刺鲳)，蓝点马鲛，马鲛鱼，鲅,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,生/鲜,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1618,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,149,
EXT1619,大菱鲆鱼(鲜) [多宝鱼],多宝鱼,鱼虾蟹贝类-鱼,81.0,17.0,1.1,0.7,0.0,大菱鲆鱼(鲜) [多宝鱼],大菱鲆鱼(鲜) [多宝鱼]，多宝鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,生/鲜,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1619,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,81,
EXT1620,海鲈鱼(鲜),花鲈，寨花，鲈板，四肋鱼,鱼虾蟹贝类-鱼,112.0,19.5,3.6,0.4,0.0,海鲈鱼(鲜),海鲈鱼(鲜)，花鲈，寨花，鲈板，四肋鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,生/鲜,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1620,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,112,
EXT1621,红鳍笛鲷 [红鱼],红鱼,鱼虾蟹贝类-鱼,134.0,20.1,4.8,2.7,0.0,红鳍笛鲷 [红鱼],红鳍笛鲷 [红鱼]，红鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1621,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,134,生熟状态未明确
EXT1622,黄姑鱼(鲜),黄姑子，黄婆鸡，春水鱼，铜锣鱼,鱼虾蟹贝类-鱼,88.0,14.7,0.7,5.6,0.0,黄姑鱼(鲜),黄姑鱼(鲜)，黄姑子，黄婆鸡，春水鱼，铜锣鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,生/鲜,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1622,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,88,
EXT1623,鲅鱼 [马鲛鱼],马鲛鱼,鱼虾蟹贝类-鱼,194.0,18.7,11.3,4.4,0.0,鲅鱼 [马鲛鱼],鲅鱼 [马鲛鱼]，马鲛鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1623,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,194,生熟状态未明确
EXT1624,石斑鱼(老虎斑),石斑，过鱼，鲙鱼，海鸡鱼,鱼虾蟹贝类-鱼,130.0,20.2,4.3,2.7,0.0,石斑鱼(老虎斑),石斑鱼(老虎斑)，石斑，过鱼，鲙鱼，海鸡鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1624,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,130,生熟状态未明确
EXT1625,石斑鱼(红石斑鱼),石斑，过鱼，鲙鱼，海鸡鱼,鱼虾蟹贝类-鱼,90.0,19.9,0.4,1.6,0.0,石斑鱼(红石斑鱼),石斑鱼(红石斑鱼)，石斑，过鱼，鲙鱼，海鸡鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1625,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,90,生熟状态未明确
EXT1626,石斑鱼(黑石斑鱼),石斑，过鱼，鲙鱼，海鸡鱼,鱼虾蟹贝类-鱼,95.0,20.2,1.2,0.9,0.0,石斑鱼(黑石斑鱼),石斑鱼(黑石斑鱼)，石斑，过鱼，鲙鱼，海鸡鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1626,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,95,生熟状态未明确
EXT1627,石斑鱼(花石斑鱼),石斑，过鱼，鲙鱼，海鸡鱼,鱼虾蟹贝类-鱼,95.0,20.2,0.8,1.7,0.0,石斑鱼(花石斑鱼),石斑鱼(花石斑鱼)，石斑，过鱼，鲙鱼，海鸡鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1627,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,95,生熟状态未明确
EXT1628,苏眉鱼,,鱼虾蟹贝类-鱼,70.0,16.5,0.4,0.0,0.0,苏眉鱼,苏眉鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1628,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,70,生熟状态未明确
EXT1629,青衣(红色),,鱼虾蟹贝类-鱼,84.0,20.1,0.3,0.2,0.0,青衣(红色),青衣(红色),水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1629,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,84,生熟状态未明确
EXT1630,青衣(孔雀绿色),,鱼虾蟹贝类-鱼,82.0,19.2,0.3,0.6,0.0,青衣(孔雀绿色),青衣(孔雀绿色),水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1630,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,82,生熟状态未明确
EXT1631,笠鱼,,鱼虾蟹贝类-鱼,97.0,22.2,0.5,0.9,0.0,笠鱼,笠鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1631,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,97,生熟状态未明确
EXT1632,金枪鱼肉,吞拿鱼，鲔鱼，金枪，吞拿,鱼虾蟹贝类-鱼,102.0,23.7,0.3,1.1,0.0,金枪鱼肉,金枪鱼肉，吞拿鱼，鲔鱼，金枪，吞拿,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1632,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,102,生熟状态未明确
EXT1633,鲅鱼肉 [马鲛鱼肉],马鲛鱼肉,鱼虾蟹贝类-鱼,102.0,23.7,0.3,1.0,0.0,鲅鱼肉 [马鲛鱼肉],鲅鱼肉 [马鲛鱼肉]，马鲛鱼肉,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1633,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,102,生熟状态未明确
EXT1634,刺泡鱼 [刺鲍鱼],刺鲍鱼,鱼虾蟹贝类-鱼,94.0,23.0,0.2,0.0,0.0,刺泡鱼 [刺鲍鱼],刺泡鱼 [刺鲍鱼]，刺鲍鱼,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1634,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,94,生熟状态未明确
EXT1635,鱼片干,,鱼虾蟹贝类-鱼,303.0,46.1,3.4,22.0,0.0,鱼片干,鱼片干,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1635,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,303,生熟状态未明确
EXT1636,鱼奇油 [鱼露、虾油],鱼露、虾油,鱼虾蟹贝类-鱼,47.0,11.2,0.2,0.0,0.0,鱼奇油 [鱼露、虾油],鱼奇油 [鱼露、虾油]，鱼露，虾油,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1636,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,47,生熟状态未明确
EXT1637,鱼排,,鱼虾蟹贝类-鱼,160.0,10.1,2.4,24.5,0.0,鱼排,鱼排,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1637,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,160,生熟状态未明确
EXT1638,鱼丸,,鱼虾蟹贝类-鱼,107.0,11.1,1.3,12.7,0.0,鱼丸,鱼丸,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,否,否,否,EXT1638,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,107,生熟状态未明确
EXT1639,鱼子酱,,鱼虾蟹贝类-鱼,201.0,9.6,7.1,24.7,0.0,鱼子酱,鱼子酱,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1639,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,201,生熟状态未明确
EXT1640,草鱼（熏）,鲩鱼，草鲩，油鲩，白鲩,鱼虾蟹贝类-鱼,283.0,24.0,16.5,9.6,0.0,草鱼（熏）,草鱼（熏），鲩鱼，草鲩，油鲩，白鲩,水产,贝类,鱼虾蟹贝类-鱼,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT1640,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,283,生熟状态未明确
